Song-Name,Singer/Artists,Genre,Album/Movie,User-Rating
Mehbooba Mehbooba,"Adnan Sami, Sunidhi Chauhan",BollywoodDance,Ajnabee,9.3/10
Mehbooba Mehbooba,"Adnan Sami, Sunidhi Chauhan",Bollywood,Ajnabee,9.3/10
Lapak Jhapak,"Armaan Malik, Siddharth Mahadevan, Yashita Sharma",BollywoodDance,Ghayal Once Again,9.0/10
Koi Mil Gaya,"K. S. Chithra, Udit Narayan",BollywoodRomantic,Koi Mil Gaya,9.2/10
Senorita,"Abhay Deol, Farhan Akhtar, Hrithik Roshan",BollywoodDance,Zindagi Na Milegi Dobara,9.5/10
Ek Onkaar,Harshdeep Kaur,BollywoodDevotional,Rang De Basanti,9.7/10
Twinkle Twinkle,"Rana Mazumder, Shreya Ghoshal",BollywoodDance,The Dirty Picture,7.8/10
Chupke Se Sun,"Alka Yagnik, Udit Narayan",BollywoodRomantic,Mission Kashmir,9.4/10
Pal Bhar Ke Liye,"Kishore Kumar, Usha Khanna",BollywoodRomantic,Johny Mera Naam,8.3/10
The Dirty Mashup,Multiple,BollywoodDance,Single,8.8/10
Tu Koi Aur Hai,,BollywoodSad,Tamasha,9.5/10
Love Ka The End,Aditi Singh Sharma,Bollywood,Love Ka The End,9.7/10
Mene Lagan Lagi,Jaspinder Nirula,BollywoodSad,Dil Kya Kare,8.9/10
Teri Kasam Main Hoon,Vinod Rathod,BollywoodDance,Prem Granth,7.4/10
Chahe Zubaan,Sonu Nigam,BollywoodRomantic,Dil Hai Tumhaara,9.2/10
Mujhe Tu Jo Mila,Aaman Trikha,BollywoodRomantic,Khel To Abb Shuru Hoga,8.6/10
Tu Roop Ki Rani Main Choron Ka Raja,"Lata Mangeshkar, Talat Mahmood",BollywoodDance,Roop Ki Rani Choron Ka Raja,8.8/10
Fake Ishq,"Altamash Faridi, Kailash Kher, Nakash Aziz",BollywoodSad,Housefull 3,9.0/10
Harry Is Not Bhramchari,"Ishq Bector, Jazzy B",BollywoodDance,Shaadi Ke Side Effects,9.1/10
Din Sara Guzara Tore Angana,"Lata Mangeshkar, Mohammed Rafi",BollywoodRomantic,Junglee,8.1/10
Desi Romance,"Arijit Singh, Suchi",BollywoodDance,Shaadi Ke Side Effects,9.2/10
Do Hanson Ka Joda,Lata Mangeshkar,BollywoodSad,Gunga Jumna,8.3/10
Taki Oh Taki,"Asha Bhosle, Kishore Kumar",BollywoodDance,Himmatwala,8.3/10
Taki Oh Taki,"Asha Bhosle, Bappi Lahiri",BollywoodDance,Himmatwala,8.3/10
Yeh Raaste Hai Pyaar Ke,"Jaspinder Narula, Shaan",BollywoodDance,Yeh Raaste Hain Pyaar Ke,8.7/10
Pinjra Tod Ke,Sunidhi Chauhan,Bollywood,Simran,9.3/10
Mere Buddy,"Amitabh Bachchan, Armaan Malik",BollywoodDance,Bhoothnath,9.2/10
Chugliyaan,"Javed Ali, Sahir Ali Bagga",BollywoodDance,Once Upon A Time In Mumbaai Dobara,9.0/10
Mohe Chedo Na,Lata Mangeshkar,BollywoodDance,Lamhe,9.0/10
Ishq Vishq Pyaar Vyaar,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Ishq Vishk,9.1/10
Jeeye To Jeeye Kaise (Duet Version),"Anuradha Paudwal, Kumar Sanu, S.P. Balasubrahmanyam",BollywoodRomantic,Saajan,8.8/10
O Mehbooba,Mukesh,BollywoodRomantic,Sangam,8.7/10
Alcholic (Remix),Yo Yo Honey Singh,BollywoodDance,The Shaukeens,9.4/10
Pehli Baar Mile Hain,S.P. Balasubrahmanyam,BollywoodDance,Saajan,9.1/10
Main Hoon No 1 Gawaiya,"Kunal Ganjawala, Satyanarayan, Satyanarayan Mishra, Vinod Rathod",Bollywood,Saajan Chale Sasural,8.8/10
Tu,"Papon, Shreya Ghoshal",BollywoodRomantic,Bobby Jasoos,9.5/10
Rab Ka Shukrana,Mohit Chauhan,BollywoodRomantic,Jannat 2,9.6/10
Ek But Banaoonga,Mohammed Rafi,BollywoodRomantic,Asli Naqli,8.9/10
Muskurane (Unplugged),"Jeet Gannguli, Mohammed Irfan",BollywoodRomantic,Citylights,9.6/10
Naina Milaike,"Madhushree, Sadhana Sargam",BollywoodDance,Saathiya,9.4/10
Full Jhol,"Akasa Singh, Mika Singh",BollywoodDance,Jackpot,8.6/10
O Saathi Re,"Shreya Ghoshal, Vishal Bhardwaj",BollywoodDance,Omkara,9.3/10
Awara Hoon,Mukesh,BollywoodDance,Awaara,9.3/10
Tere Pyar Mein Dil Deewana,"Alka Yagnik, Udit Narayan",BollywoodRomantic,Coolie No. 1,8.6/10
Sunny Sunny (Remix),"Neha Kakkar, Yo Yo Honey Singh",BollywoodDance,Yaariyan,9.2/10
In Panchion Ko Dekh Kar,"Baby Sneha, Kavita Krishnamurthy, Shaan",BollywoodDance,Koi Mil Gaya,9.1/10
Lovely (Remix),"Fateh, Kanika Kapoor, Miraya Varma, Ravindra Upadhyay",BollywoodDance,Happy New Year,9.1/10
Mere Mehboob Tujhe,Mohammed Rafi,BollywoodSad,Mere Mehboob,9.1/10
Naam Mera Premkali,Kavita Krishnamurthy,BollywoodDance,Chaalbaaz,9.1/10
Humka Peeni Hai Peeni,"Master Saleem, Shabab Sabri",BollywoodDance,Dabangg,9.2/10
Humka Peeni Hai,"Master Saleem, Shabab Sabri, Wajid",BollywoodDance,Dabangg,9.2/10
Bye Bye Miss Good Night,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Saajan Chale Sasural,8.3/10
Bana Ke Kyon Bigada Re,Lata Mangeshkar,BollywoodSad,Zanjeer,8.1/10
Mausam Hai Bada Qatil,Sonu Nigam,BollywoodDance,Chup Chup Ke,9.1/10
Ram Narayan Baaja Bajaata,Udit Narayan,BollywoodDance,Saajan Chale Sasural,8.9/10
Ek Duje Ke Vaaste,"Hariharan, Lata Mangeshkar",BollywoodDance,Dil To Pagal Hai,9.1/10
Yeh Joker,"Shweta Pandit, Sonu Nigam",BollywoodDance,Joker,9.3/10
Ae Mohabbat Zindabad,Mohammed Rafi,BollywoodSad,Mughal-E-Azam,9.1/10
Daiyya Maiyya,"Rasika Chandrashekhar, Shankar Mahadevan, Udit Narayan",BollywoodDance,Kill Dil,9.6/10
Yaad Mein Teri,"Lata Mangeshkar, Mohammed Rafi",BollywoodSad,Mere Mehboob,8.9/10
Hum To Dil Chahen Tumhara,"Hema Sardesai, Kumar Sanu",BollywoodRomantic,Soldier,9.3/10
Tumsa Koi Pyaara,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Khuddar,9.1/10
Diwani Tum Jawanon Ki,"Jolly Mukherjee, Mohammad Aziz, Sapna Mukherjee",BollywoodDance,Dayavan,7.7/10
Vadiya,Amit Trivedi,BollywoodDance,Udta Punjab,9.2/10
Sukh Karta (Ganpati Aarti),Amit Mishra,BollywoodDevotional,Atithi Tum Kab Jaoge,9.2/10
O Sathiya,"Alka Yagnik, Udit Narayan",BollywoodDance,Saaya,9.3/10
Chuee Muee,"Asha Bhosle, Mohammed Aziz",BollywoodRomantic,Himmat Aur Mehanat,8.8/10
Flip Your Collar Back,Benny Dayal,BollywoodDance,Raja Natwarlal,9.5/10
In Kadmon Ke Neeche,"Alka Yagnik, Kumar Sanu",BollywoodDance,Kya Kehna,9.1/10
Mahek Bhi,Shreya Ghoshal,BollywoodRomantic,Aiyyaa,9.6/10
Dance Basanti (Remix),"Anushka Manchanda, Vishal Dadlani",BollywoodDance,Ungli,9.2/10
Do Dilon Ke,"Hariharan, Shreya Ghoshal",BollywoodPatrioticSad,Partition 1947,9.4/10
Mere Angne Mein,Amitabh Bachchan,BollywoodDance,Laawaris,9.2/10
Raat Ko Neend Aati Nahi,"Alka Yagnik, Amit Kumar",BollywoodRomantic,Judaai,8.9/10
Saiyyan,"Aaman Trikha, Swati Sharma",BollywoodRomantic,1:13:7 Ek Tera Saath,9.5/10
Mere Ghulam Tera,"Alka Yagnik, Udit Narayan",BollywoodDance,Laadla,9.1/10
Sehra,Ankit Tiwari,BollywoodRomantic,Do Lafzon Ki Kahani,9.5/10
Sharma Ke Ye Kyon Sab Pardanashi,"Asha Bhosle, Shamshad Begum.",BollywoodDance,Chaudhvin Ka Chand,8.5/10
Pyar Ko Ho Jane Do,"Kumar Sanu, Lata Mangeshkar",BollywoodRomantic,Dushman,9.3/10
Dil Darbadar,Ankit Tiwari,BollywoodSad,PK,9.3/10
Rind Posh Maal,Shankar Mahadevan,BollywoodDance,Mission Kashmir,8.9/10
Main Hoon Deewana Tera,"Anjjan, Arijit Singh, Meet Bros",BollywoodDanceRomantic,Ek Paheli Leela,9.0/10
Kaun Hai Woh,"Alisha Chinai, Udit Narayan",BollywoodDance,Ishq Vishk,9.4/10
Raju Chacha,"Francis Menezes, Jatin-Lalit, Sehar, Shaan, Shraddha Pandit, Shweta Pandit, Sneha Pant",BollywoodDance,Raju Chacha,9.2/10
Ankhon Se Tune Yeh Kya,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Ghulam,8.9/10
Tik Tuk,"Daler Mehndi, Monali Thakur, Vishal Dadlani",BollywoodDance,Rascals,9.4/10
Yunhi Kat Jaayega,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Hum Hai Rahi Pyaar Ke,9.1/10
Ali Maula,Salim Merchant,BollywoodMotivational,Kurbaan,9.5/10
Yaara Yaara,"Alka Yagnik, Udit Narayan",BollywoodDance,Hum Tum,9.5/10
Kahin Se Aayi Rani – Kahin Se Aaya Raja,"Amit Kumar, Ishwari, Kavita Krishnamurthy, Shraddha Pandit, Shweta",BollywoodDance,Raju Chacha,9.1/10
Khuda Nigheban Ho,Lata Mangeshkar,BollywoodSad,Mughal-E-Azam,9.0/10
Dhoop Ke Makaan Sa,"Hitesh Sonik, Shekhar Ravjiani",BollywoodRomantic,Break Up Ke Baad,9.6/10
Chheda Mera Dil Ne Tarana,Mohammed Rafi,BollywoodDance,Asli Naqli,9.0/10
Beliya,"Aditi Paul, Armaan Malik",BollywoodRomantic,Mehrunisa V Lub U,8.9/10
Mahi,"Harshdeep Kaur, Shabab Sabri",BollywoodSad,Irada,9.6/10
Aisa Deewana,Sonu Nigam,BollywoodRomantic,Dil Maange More,9.2/10
Har Har Gange,Aaman Trikha,BollywoodDance,Bhoothnath Returns,9.0/10
Khambe Jaisi Khadi Hai,Udit Narayan,BollywoodDanceRomantic,Dil,9.0/10
Saawan Mein Lag Gayi Aag,Mika Singh,BollywoodDance,Woodstock Villa,8.8/10
Dhoom Dhaam,"Ankit Tiwari, Palak Muchhal",BollywoodRomantic,Action Jackson,8.9/10
Aayi Re Aayi Re Khushi,Sunidhi Chauhan,BollywoodDance,Khushi,9.2/10
Mera Jahan,"Adnan Sami, Ananya Wadkar, Auriel Cordo",BollywoodSad,Taare Zameen Par,9.6/10
Let It Be,Shaan,BollywoodDance,Desi Boyz,9.3/10
Dua,"Kailash Kher, Marianne D'cruz Aiman, Sukhwinder Sing",BollywoodDance,Kurbaan,9.4/10
Badlapur,Multiple,BollywoodDance,Badlapur,9.4/10
Jab Chaye Tera Jadoo,Kanika Kapoor,BollywoodDance,Main Aur Charles,9.4/10
Gulon Mein Rang Bhare,Arijit Singh,BollywoodSad,Haider,9.5/10
Main Hi Main Hoon,Suresh Wadkar,BollywoodRomantic,Ram Teri Ganga Maili,7.5/10
Yaad Teri Yaad,"Abhijeet Sawant, Shreya Ghoshal",BollywoodDance,Jawani Diwani: A Youthful Joyride,9.2/10
Shabe Firaq,"Himesh Reshammiya, Tulsi Kumar",BollywoodDance,Chup Chup Ke,9.4/10
Andaz Mera Mastana,Lata Mangeshkar,BollywoodDance,Dil Apna Aur Preet Parai,8.4/10
Pyaar Kar,"Kavita Krishnamurthy, Shaan, Udit Narayan",BollywoodDance,Single,8.9/10
Right Now (Remix),"Sunidhi Chauhan, Suzzane De Mello, Wajid",BollywoodDance,Housefull 2,8.5/10
Aao Na,Vishal Dadlani,BollywoodDance,Haider,9.7/10
Tere Pyar Mein Dildar,Lata Mangeshkar,BollywoodDance,Mere Mehboob,8.5/10
Hai Isi Men Pyar Ki Abroo,Lata Mangeshkar,BollywoodSad,Anpadh,8.9/10
Jhelum,Vishal Bhardwaj,BollywoodSad,Haider,9.6/10
Yaad Aayee,Adnan Sami,BollywoodRomantic,Muskaan,9.0/10
Yaari Yaari,Ram Sampath,Bollywood,Purani Jeans,9.7/10
Hai Jaana Hai Jaana,Sujatha Mohan,BollywoodDance,Pukar,7.1/10
F.U.N. Fun Funaa,Ali Zafar,BollywoodDance,Luv Ka The End,9.6/10
Muh Meetha Kara De,"Benny Dayal, Monali Thakur",BollywoodDance,Rabba Main Kya Karoon,9.2/10
Mere Khwabon Ka,Udit Narayan,BollywoodRomantic,Jism,9.4/10
Mera Karma Tu,"Manhar Udhas, Mohammed Aziz, Suresh Wadkar",BollywoodPatriotic,Karma,8.2/10
Jumme Kie Raat Hai (Remix),"Mika Singh, Palak Muchhal",BollywoodDance,Kick,8.8/10
Poore Chand,Shail Hada,BollywoodRomantic,Goliyon Ki Rasleela Ram-leela,9.4/10
Janeman Ek Nazar Dekh Le,"Asha Bhosle, Lata Mangeshkar",BollywoodDance,Mere Mehboob,8.3/10
O Maa Tujhe Salaam,Jagjit Singh,BollywoodDevotional,Khal Nayak,8.9/10
Holi Aayi Re,"Kishore Kumar, Lata Mangeshkar, Mahendra Kapoor",BollywoodDance,Mashaal,8.4/10
Aaja Mahiya,"Alka Yagnik, Udit Narayan",BollywoodDance,Yaadein,9.3/10
O Haseena Zulfonwale Jane Jahan,"Asha Bhosle, Mohammed Rafi",BollywoodDance,Teesri Manzil,9.2/10
Mora Gora Ang Laile,Lata Mangeshkar,BollywoodRomantic,Bandini,9.4/10
Rangreza,"Abhijeet Sawant, Pragya Patra",BollywoodRomantic,Rangreza,8.6/10
Sunny Sunny (Remix),"Neha Kakkar, Yo Yo Honey Singh",BollywoodDance,Yaariyan,8.8/10
Koshampa,"Aaman Trikha, Anweshaa, Sanchita Bhattacharya",BollywoodDance,Kaanchi,6.9/10
Sweety,"Aishwarya Nigam, Monali Thakur",BollywoodDance,Bobby Jasoos,8.6/10
Sheher Mein,"Karthik, Mohit Chuahaan",BollywoodDance,Rockstar,9.3/10
Mujhpe Har Haseena,"Alisha Chinai, Kumar Sanu, Sonu Nigam",BollywoodDance,Ishq Vishk,9.2/10
Mitra,"Amitabh Bhattacharya, Salim Merchant",BollywoodSad,Band Baaja Baaraat,9.5/10
Insaaf Ki Dagar Pe Bachchon Dikhaao Chal Ke,Hemant Kumar,BollywoodMotivational,Gunga Jumna,8.9/10
Tu Hi Tu,Ayushman Khurana,BollywoodRomance,Nautanki Saala,9.4/10
No. 1 Punjabi,"Jaspinder Narula, Sonu Nigam",BollywoodDance,Chori Chori Chupke Chupke,9.0/10
Jeeley Yeh Lamhe,"Amit Mishra, Anupam Amod",BollywoodDance,Days Of Tafree,9.1/10
Aaur Main Khush Hoon,Ash King,BollywoodDance,Kahaani 2,9.2/10
Alvida,Mohammed Irfan,BollywoodRomantic,Luv Shv Pyar Vyar,9.3/10
Bachalo Bachalo,"Alka Yagnik, Sonu Nigam",BollywoodDance,Khullam Khulla Pyaar Karen,8.2/10
Tujhpe Fida,"Shraddha Pandit, Sulaiman Merchant",BollywoodDance,Heroine,9.7/10
Kya Mil Gaya Hay Kya Kho Gaya,"Lata Mangeshkar, Mohammed Rafi",BollywoodDance,Sasural,8.6/10
Chittiyaan Kalaiyaan (Remix),"Kanika Kapoor, Meet Bros",BollywoodDance,Roy,8.3/10
Bumbro Bumbro,"Jaspinder Narula, Shankar Mahadevan, Sunidhi Chauhan",BollywoodDance,Mission Kashmir,8.9/10
Khul Kabhi Toh,Arijit Singh,BollywoodRomantic,Haider,9.5/10
Pankhon Ko,Salim Merchant,BollywoodSad,Rocket Singh,9.6/10
Miliyo Re,"Monali Thakur, Rochak Kohli",BollywoodSad,Monsoon Shootout,9.1/10
Maula Sun Le Re,Papon,BollywoodSad,Madras Cafe,9.6/10
Sweeta,Adnan Sami,BollywoodDance,Kill Dil,9.4/10
Hona Hai Kya,Ram Sampath,BollywoodDance,Talaash,9.3/10
Ram Kare Aisa Ho Jaye,Mukesh,BollywoodRomantic,Milan,8.8/10
Catch Me If U Can,Amaal Mallik,BollywoodDance,Force 2,9.1/10
Kabhi Tu Chalia Lagta Hai,"Lata Mangeshkar, S.P. Balasubrahmanyam",BollywoodDance,Patthar Ke Phool,9.1/10
Lakhon Tare Aasman Per,"Lata Mangeshkar, Mukesh",BollywoodSad,Hariyali Aur Rasta,8.9/10
Farrata,"Adityan, Armaan Malik",BollywoodDance,Tumhari Sulu,6.3/10
Ye Mera Dil Pagal Hai,"Asha Bhosle, S.P. Balasubrahmanyam",BollywoodDance,Gardish,9.2/10
Tune Maari Entriyaan (Remix),"Bappi Lahiri, KK, Neeti Mohan, Vishal Dadlani",BollywoodDance,Gunday,8.7/10
Dushman Dil Ka Jo,Kavita Krishnamurthy,BollywoodDance,Roop Ki Rani Choron Ka Raja,8.8/10
Deewane Hai Deewanon Ko,"Lata Mangeshkar, Mohammed Rafi",BollywoodDance,Zanjeer,8.7/10
Good Morning India,Sonu Nigam,BollywoodDance,Khushi,9.1/10
Aap Aye To Khayal,Mahendra Kapoor,BollywoodRomantic,Gumrah,9.2/10
Holi Khelein,"Anmol Malik, Shreya Ghoshal",BollywoodDance,Begum Jaan,9.3/10
Kar Doon Kamaal,"Sukhwinder Singh, Sunidhi Chauhan",BollywoodDance,Mujhse Shaadi Karogi,9.0/10
Bekas Pe Karam Kijiye,Lata Mangeshkar,BollywoodSad,Mughal-E-Azam,9.1/10
Haath Chhute Bhi,Jagjit Singh,BollywoodSad,Pinjar,9.3/10
Yaadan Teriyan,Himesh Reshammiya,BollywoodSad,Dil Diya Hai,9.5/10
Is Shaane Karam Ka – Qawali,Nusrat Fateh Ali Khan,BollywoodDevotional,Kachche Dhaage,8.7/10
Zulf Ki Chhaon Mein,"Asha Bhosle, Mohammed Rafi",BollywoodRomantic,Phir Wohi Dil Laya Hoon,8.8/10
Jhoom Barabar Jhoom,"Aaman Trikha, Pawni Pandey, Shabab Sabri, Vineet Singh",BollywoodDance,Policegiri,8.6/10
Chhil Gaye Naina,"Dipanshu Pandit, Kanika Kapoor",BollywoodSad,NH 10,9.5/10
Jab Tum (Female),Shreya Ghoshal,BollywoodRomantic,Shaadi Abhi Baaki Hai,8.3/10
Tandav,,BollywoodDance,Chaalbaaz,9.3/10
Tu Mujhe Suna,"Nitin Mukesh, Suresh Wadkar",BollywoodRomantic,Chandni,8.8/10
Kabhi Khushboo,K.K.,BollywoodSad,Saaya,9.5/10
Matari Kotmari Tumba,Atul Kale,BollywoodDance,Jis Desh Mein Ganga Rehta Hai,8.3/10
Haule Haule (Remix),"Hard Kaur, Sukhwinder Singh",BollywoodDance,Rab Ne Bana Di Jodi,9.5/10
Horn OK Please,"Anushka Manchanda, Sukhwinder Singh, Yo Yo Honey Singh",BollywoodDance,Dedh Ishqiya,8.5/10
Raah Mein Un Se,"Alka Yagnik, Kumar Sanu",BollywoodDanceRomantic,Vijaypath,8.6/10
Nazar Bachakar Chale Gaye Woh,Mohammed Rafi,BollywoodRomantic,Dil Tera Deewana,9.1/10
Gudiya Rani,Lata Mangeshkar,BollywoodDance,Lamhe,7.7/10
Saara Saara Din Tum Kaam Karoge,Kavita Krishnamurthy,BollywoodRomantic,Nigahen,7.8/10
Maine Pyar Kiya,"Lata Mangeshkar, S.P. Balasubrahmanyam",BollywoodDance,Maine Pyar Kiya,8.7/10
Haila Haila,"Alka Yagnik, Udit Narayan",BollywoodDance,Koi Mil Gaya,8.9/10
Dil Ye Ladaku,Monali Thakur,BollywoodRomantic,Saala Khadoos,9.5/10
Pyaar Se Pyaar,Abhijeet,BollywoodDance,Raaz,9.2/10
Gunja Re Chandan,"Hemlata, Suresh Wadkar",BollywoodRomantic,Nadiya Ke Paar,7.8/10
Ek Garam Chai Ki Pyali,Anu Malik,BollywoodDance,Har Dil Jo Pyar Karega,9.0/10
Noor E Khuda,"Adnan Sami, Shankar Ehsaan Loy, Shankar Mahadevan, Shreya Ghoshal",BollywoodMotivational,My Name is Khan,9.6/10
Saadi Galli Aaja (Remix),Ayushman Khurana,BollywoodDance,Nautanki Saala,9.4/10
Tera Saath Ho,Falak Shabir,BollywoodRomantic,7 Welcome To London,9.5/10
Odhli Chunariya Tere Naam Ki,"Alka Yagnik, Kumar Sanu",BollywoodDance,Pyaar Kiya To Darna Kya,8.5/10
Lakh Chhupao Chhup Na Sakega,Lata Mangeshkar,BollywoodDance,Asli Naqli,8.8/10
Parinda,Pardeep Sran,Bollywood,Jab Harry Met Sejal,9.6/10
Naraaz Savera Hai,Kumar Sanu,BollywoodSad,Sangharsh,9.2/10
Tumse Pyar Ho Gaya,"Mili Nair, Neeti Mohan",BollywoodDance,Shaadi Ke Side Effects,9.3/10
Jaane Ye Kya Hua,KK,BollywoodRomantic,Karthik Calling Karthik,9.7/10
Yeh Haseen Vadiyan Yeh Khula Aasman,"K. S. Chithra, S. P. Balasubramanyam",BollywoodRomantic,Roja,9.1/10
Yaariyan Mashup,Multiple,BollywoodDance,Yaariyan,9.0/10
Main Hoon Roop Ki Rani,Kavita Krishnamurthy,BollywoodDance,Roop Ki Rani Choron Ka Raja,8.8/10
Prem Jogan Ban Ke,Ustad Bade Ghulam Ali,BollywoodSad,Mughal-E-Azam,9.4/10
Baap Ki Kasam,"Asha Bhosle, Kishore Kumar",BollywoodDance,Mawaali,8.6/10
Dil Jaane Jigar Tujhpe Nisar Kiya Hai,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Saajan Chale Sasural,8.5/10
Ye Awaaz Hai,Monali Thakur,BollywoodSad,Indu Sarkar,9.2/10
Jawani Ki Rail Kahin Choot Na Jaye,"Anuradha, Shabbir Kumar",BollywoodDance,Coolie,8.0/10
Kuch To Baaki Hai,Himesh Reshammiya,BollywoodSad,Milenge Milenge,9.5/10
Main Pyar Ka Rahi Hoon,"Asha Bhosle, Mohammed Rafi",BollywoodRomantic,Ek Musafir Ek Hasina,9.1/10
Kay Sera Sera,"Kavita Krishnamurthy, Shankar Mahadevan",BollywoodDance,Pukar,9.4/10
Leke Pahla Pahla Pyar,"Asha Bhosle, Mohammed Rafi, Shamshad Begum.",BollywoodDance,C.I.D,9.0/10
Jiya Dhadak Dhadak Jaye,Rahat Fateh Ali Khan,BollywoodRomantic,Kalyug,9.2/10
Ek Tha Tiger Mashup,Multiple,BollywoodDance,Ek Tha Tiger,9.4/10
Gore Mukhde Pe Zulfa Di Chaava,"Aaman Trikha, Shabab Sabri, Shreya Ghoshal",BollywoodDance,Special 26,8.8/10
Ae Ishq Yeh Sab Duniyawale,Lata Mangeshkar,BollywoodRomantic,Mughal-E-Azam,8.9/10
Kaun Main Haan Tum,"Alka Yagnik, Udit Narayan",BollywoodDance,Ajnabee,9.1/10
Shikayat Hai,Roop Kumar Rathod,BollywoodSad,Jism,9.3/10
Hai Hai Mirchi,"Alka Yagnik, Sukhwinder Singh",BollywoodDance,Biwi No.1,9.0/10
Ruk Ja O Janewali Ruk Ja,Mukesh,BollywoodDance,Kanhaiya,8.9/10
Majboor Tu Bhi Kahin,Amit Mishra,BollywoodSad,1920 - Evil Returns,8.9/10
Soniye Mil Ja,"Sukhwinder Singh, Sunidhi Chauhan",Bollywood,Aaja Nachle,9.6/10
Aao Milo Chalo,"Shaan, Ustad Sultan Khan",BollywoodDance,Jab We Met,9.7/10
Happy Ending,"Abhijeet Sawant, Debojit Saha, Harshit Saxena",BollywoodDance,Tees Maar Khan,9.3/10
O Jogi Jab Se Tu Aaya Mere Dwar,Lata Mangeshkar,BollywoodDance,Bandini,9.0/10
Meri Qismat Men Tu Nahin Shayad,"Lata Mangeshkar, Suresh Wadkar",BollywoodSad,Prem Rog,8.0/10
Chanchal Mann Ati Random,Divya Kumar,BollywoodDance,Shuddh Desi Romance,8.5/10
Purza,Arijit Singh,BollywoodDance,Akira,9.0/10
Ab Mujhko Jeena,Zubeen Garg,BollywoodDance,Aashayein,9.6/10
Chaar Botal Vodka (Remix),,BollywoodDance,Ragini MMS 2,9.3/10
Dheemi Dheemi,Hariharan,BollywoodRomantic,1947: Earth,9.4/10
Dil Me Kayi Armaan,Aaman Trikha,BollywoodSad,Yeh Hai Judgement Hanged Till Death,9.5/10
Aahista Aahista,"Lucky Ali, Shreya Ghoshal",BollywoodRomantic,Bachna Ae Haseeno,9.1/10
Sooraj Dooba Hai Yaron (Remix),"Aditi Singh Sharma, Arijit Singh",BollywoodDance,Roy,9.4/10
O Aasman Wale,Sonu Nigam,BollywoodSad,Aaja Meri Jaan,8.5/10
Bawla Sa Sapna,"Chorus, Diva",BollywoodDance,Shaadi Ke Side Effects,9.2/10
Bheegh Loon (Male),Ankit Tiwari,BollywoodRomantic,Khamoshiyan,9.4/10
The Mutton Song,Krishna Beura,BollywoodDance,Love Ka The End,9.1/10
O Basanti Pavan,,BollywoodDance,Jis Desh Mein Ganga Behti Hai,8.7/10
Yeh Umar Hai Kya,"Asha Bhosle, Manna Dey",BollywoodDance,Professor,9.1/10
Mein Sharabi (Remix),Yo Yo Honey Singh,BollywoodDance,Cocktail,9.4/10
Poore Se Zara Sa Kam Hain,Rashid Khan,BollywoodSad,Mausam,9.4/10
Brothers Mashup,Multiple,BollywoodDance,Brothers,9.4/10
Mili Khaak Mein Mohabbat,Mohammed Rafi,BollywoodSad,Chaudhvin Ka Chand,9.0/10
Laila Majnu,"Javed Ali, Monali Thakur",BollywoodDance,Awesome Mausam,8.8/10
Dekho Dekho Dil Ye Bole,"Adnan Sami, Shaan",BollywoodDance,Dhamaal,9.2/10
Na Main Dhan Chahun,"Geeta Dutt, Sudha Malhotra",BollywoodSad,Kala Bazar,9.2/10
Anandoloke,Clinton Cerejo,BollywoodDance,Kahaani 2,9.6/10
Kahan Chal Diye Idhar To Aao,Mohammed Rafi,BollywoodRomantic,Jhuk Gaya Aasman,9.1/10
Aaya Aaya Toofan,Kishore Kumar,BollywoodDance,Toofan,8.4/10
Monta Re,Amit Trivedi,BollywoodSad,Lootera,9.7/10
Mere Mehboob Mein Kya Nahin,"Asha Bhosle, Lata Mangeshkar",BollywoodDance,Mere Mehboob,8.6/10
Kal Ki Daulat Aaj Ki Khushian,Mohammed Rafi,BollywoodDance,Asli Naqli,9.1/10
Saiyan Se Chhup Ke,"Anuradha Paudwal, Udit Narayan",BollywoodDance,Beta,6.9/10
Sau Saal Pehle,"Lata Mangeshkar, Mohammed Rafi",BollywoodRomantic,Jab Pyar Kisi Se Hota Hai,9.1/10
G Phaad Ke (Remix),"Divya Kumar, Shefali Alvarez",BollywoodDance,Happy Ending,9.4/10
Mere Maula,"Kailash Kher, Richa Sharma",BollywoodSad,Khakee,9.5/10
Sajna Ve,Rahat Fateh Ali Khan,BollywoodSad,Life is Beautiful,9.4/10
Mirzya,"Akhtar Chanal Zahri, Daler Mehndi, Nooran Sisters, Sain Zahoor",BollywoodMotivational,Mirzya - Dare To Love,9.0/10
Sheesha-E-Dil Itna Na Uchhalo,Lata Mangeshkar,BollywoodDance,Dil Apna Aur Preet Parai,9.0/10
Tanu Weds Manu Returns (Mashup),Various,BollywoodDance,Tanu Weds Manu Returns,9.0/10
Party All Night,Yo Yo Honey Singh,BollywoodDance,Boss,8.5/10
Party All Night (Remix),Yo Yo Honey Singh,BollywoodDance,Boss,8.5/10
Jai Govinda Jai Gopala,Neeraj Shridhar,BollywoodDance,Bullett Raja,9.3/10
Tera Hi Karam,Pankaj Awasthi,BollywoodSad,Karam,9.3/10
Rang Birangi Rakhee Lekar,Lata Mangeshkar,BollywoodDance,Anpadh,8.8/10
